donor	stratum	population	family	fold	cohort	cram
NA20524	EUR	TSI	NA20524	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239806/NA20524.final.cram
NA20525	EUR	TSI	NA20525	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239807/NA20525.final.cram
NA20527	EUR	TSI	NA20527	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239808/NA20527.final.cram
NA20528	EUR	TSI	NA20528	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239809/NA20528.final.cram
NA20529	EUR	TSI	NA20529	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239810/NA20529.final.cram
NA20530	EUR	TSI	NA20530	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239811/NA20530.final.cram
NA20531	EUR	TSI	NA20531	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239812/NA20531.final.cram
NA20534	EUR	TSI	NA20534	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239815/NA20534.final.cram
NA20535	EUR	TSI	NA20535	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239816/NA20535.final.cram
NA20538	EUR	TSI	NA20538	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239818/NA20538.final.cram
NA20539	EUR	TSI	NA20539	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239819/NA20539.final.cram
NA20540	EUR	TSI	NA20540	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239820/NA20540.final.cram
NA20541	EUR	TSI	NA20541	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239821/NA20541.final.cram
NA20542	EUR	TSI	NA20542	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239822/NA20542.final.cram
NA20543	EUR	TSI	NA20543	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239823/NA20543.final.cram
NA20544	EUR	TSI	NA20544	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239824/NA20544.final.cram
NA20581	EUR	TSI	NA20581	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239825/NA20581.final.cram
NA20582	EUR	TSI	NA20582	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239826/NA20582.final.cram
NA20585	EUR	TSI	NA20585	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239827/NA20585.final.cram
NA20586	EUR	TSI	NA20586	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239828/NA20586.final.cram
NA20588	EUR	TSI	NA20588	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239830/NA20588.final.cram
NA20589	EUR	TSI	NA20589	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239831/NA20589.final.cram
NA20753	EUR	TSI	NA20753	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239833/NA20753.final.cram
NA20754	EUR	TSI	NA20754	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239834/NA20754.final.cram
NA20755	EUR	TSI	NA20755	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239835/NA20755.final.cram
NA20756	EUR	TSI	NA20756	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239836/NA20756.final.cram
NA20757	EUR	TSI	NA20757	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239837/NA20757.final.cram
NA20758	EUR	TSI	NA20758	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239838/NA20758.final.cram
NA20759	EUR	TSI	NA20759	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239839/NA20759.final.cram
NA20760	EUR	TSI	NA20760	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239840/NA20760.final.cram
NA20761	EUR	TSI	NA20761	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239841/NA20761.final.cram
NA20765	EUR	TSI	NA20765	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239845/NA20765.final.cram
NA20766	EUR	TSI	NA20766	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239846/NA20766.final.cram
NA20768	EUR	TSI	NA20768	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239848/NA20768.final.cram
NA20769	EUR	TSI	NA20769	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239849/NA20769.final.cram
NA20770	EUR	TSI	NA20770	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239850/NA20770.final.cram
NA20771	EUR	TSI	NA20771	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239851/NA20771.final.cram
NA20772	EUR	TSI	NA20772	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239852/NA20772.final.cram
NA20773	EUR	TSI	NA20773	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239853/NA20773.final.cram
NA20774	EUR	TSI	NA20774	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239854/NA20774.final.cram
NA20775	EUR	TSI	NA20775	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239855/NA20775.final.cram
NA20778	EUR	TSI	NA20778	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239856/NA20778.final.cram
NA20783	EUR	TSI	NA20783	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239857/NA20783.final.cram
NA20785	EUR	TSI	NA20785	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239858/NA20785.final.cram
NA20786	EUR	TSI	NA20786	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239859/NA20786.final.cram
NA20787	EUR	TSI	NA20787	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239860/NA20787.final.cram
NA20790	EUR	TSI	NA20790	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239861/NA20790.final.cram
NA20792	EUR	TSI	NA20792	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239862/NA20792.final.cram
NA20795	EUR	TSI	NA20795	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239863/NA20795.final.cram
NA20796	EUR	TSI	NA20796	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239864/NA20796.final.cram
NA20797	EUR	TSI	NA20797	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239865/NA20797.final.cram
NA20798	EUR	TSI	NA20798	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239866/NA20798.final.cram
NA20800	EUR	TSI	NA20800	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239868/NA20800.final.cram
NA20801	EUR	TSI	NA20801	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239869/NA20801.final.cram
NA20802	EUR	TSI	NA20802	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239870/NA20802.final.cram
NA20803	EUR	TSI	NA20803	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239871/NA20803.final.cram
NA20804	EUR	TSI	NA20804	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239872/NA20804.final.cram
NA20807	EUR	TSI	NA20807	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239875/NA20807.final.cram
NA20808	EUR	TSI	NA20808	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239876/NA20808.final.cram
NA20810	EUR	TSI	NA20810	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239878/NA20810.final.cram
NA20811	EUR	TSI	NA20811	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239879/NA20811.final.cram
NA20812	EUR	TSI	NA20812	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239880/NA20812.final.cram
NA20813	EUR	TSI	NA20813	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239881/NA20813.final.cram
NA20815	EUR	TSI	NA20815	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239883/NA20815.final.cram
NA20818	EUR	TSI	NA20818	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239884/NA20818.final.cram
NA20819	EUR	TSI	NA20819	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239885/NA20819.final.cram
NA20826	EUR	TSI	NA20826	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239888/NA20826.final.cram
NA20828	EUR	TSI	NA20828	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239890/NA20828.final.cram
