locus	haplotype	hap_id	gene	strand	clipped	gene_start0	gene_end0	cds
HLA-C	NA18952.2	NA18952#2	C	-	0	6248	10552	7162-7167,7331-7379,7486-7519,7958-8078,8199-8475,9062-9338,9584-9854,9984-10057
HLA-C	NA18959.1	NA18959#1	C	-	0	6237	10540	7150-7155,7319-7367,7474-7507,7946-8066,8187-8463,9050-9326,9572-9842,9972-10045
HLA-C	NA18959.2	NA18959#2	C	-	0	6234	10552	7149-7154,7318-7366,7473-7506,7946-8066,8190-8466,9053-9329,9579-9849,9979-10052
HLA-C	NA18960.1	NA18960#1	C	-	0	6574	10877	7487-7492,7656-7704,7811-7844,8283-8403,8524-8800,9387-9663,9909-10179,10309-10382
HLA-C	NA18960.2	NA18960#2	C	-	0	6242	10546	7156-7161,7325-7373,7480-7513,7952-8072,8193-8469,9056-9332,9578-9848,9978-10051
HLA-C	NA18967.1	NA18967#1	C	-	0	6242	10546	7157-7162,7326-7374,7481-7514,7953-8073,8194-8470,9057-9333,9578-9848,9978-10051
HLA-C	NA18967.2	NA18967#2	C	-	0	6248	10552	7162-7167,7331-7379,7486-7519,7958-8078,8199-8475,9062-9338,9584-9854,9984-10057
HLA-C	NA18970.1	NA18970#1	C	-	0	6242	10546	7156-7161,7325-7373,7480-7513,7952-8072,8193-8469,9056-9332,9578-9848,9978-10051
HLA-C	NA18970.2	NA18970#2	C	-	0	6234	10552	7149-7154,7318-7366,7473-7506,7946-8066,8190-8466,9053-9329,9579-9849,9979-10052
HLA-C	NA18971.1	NA18971#1	C	-	0	6242	10546	7157-7162,7326-7374,7481-7514,7953-8073,8194-8470,9057-9333,9578-9848,9978-10051
HLA-C	NA18971.2	NA18971#2	C	-	0	6234	10552	7149-7154,7318-7366,7473-7506,7946-8066,8190-8466,9053-9329,9579-9849,9979-10052
HLA-C	NA18974.1	NA18974#1	C	-	0	6234	10552	7149-7154,7318-7366,7473-7506,7946-8066,8190-8466,9053-9329,9579-9849,9979-10052
HLA-C	NA18974.2	NA18974#2	C	-	0	6234	10552	7149-7154,7318-7366,7473-7506,7946-8066,8190-8466,9053-9329,9579-9849,9979-10052
HLA-C	NA18976.1	NA18976#1	C	-	0	6248	10552	7162-7167,7331-7379,7486-7519,7958-8078,8199-8475,9062-9338,9584-9854,9984-10057
HLA-C	NA18976.2	NA18976#2	C	-	0	6248	10552	7162-7167,7331-7379,7486-7519,7958-8078,8199-8475,9062-9338,9584-9854,9984-10057
HLA-C	NA18982.1	NA18982#1	C	-	0	6237	10540	7150-7155,7319-7367,7474-7507,7946-8066,8187-8463,9050-9326,9572-9842,9972-10045
HLA-C	NA18982.2	NA18982#2	C	-	0	6569	10872	7482-7487,7651-7699,7806-7839,8278-8398,8519-8795,9382-9658,9904-10174,10304-10377
HLA-C	NA18983.1	NA18983#1	C	-	0	6242	10546	7157-7162,7326-7374,7481-7514,7953-8073,8194-8470,9057-9333,9578-9848,9978-10051
HLA-C	NA18983.2	NA18983#2	C	-	0	6246	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	NA19087.1	NA19087#1	C	-	0	6242	10546	7157-7162,7326-7374,7481-7514,7953-8073,8194-8470,9057-9333,9578-9848,9978-10051
HLA-C	NA19087.2	NA19087#2	C	-	0	6248	10552	7162-7167,7331-7379,7486-7519,7958-8078,8199-8475,9062-9338,9584-9854,9984-10057
HLA-C	hg002.1	hg002#1	C	-	0	6248	10551	7161-7166,7330-7378,7485-7518,7957-8077,8198-8474,9061-9337,9583-9853,9983-10056
HLA-C	hg002.2	hg002#2	C	-	0	6286	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	HG00097.1	HG00097#1	C	-	0	6234	10552	7149-7154,7318-7366,7473-7506,7946-8066,8190-8466,9053-9329,9579-9849,9979-10052
HLA-C	HG00097.2	HG00097#2	C	-	0	6234	10552	7149-7154,7318-7366,7473-7506,7946-8066,8190-8466,9053-9329,9579-9849,9979-10052
HLA-C	HG00099.1	HG00099#1	C	-	0	6233	10549	7146-7151,7315-7363,7470-7503,7943-8063,8187-8463,9050-9326,9576-9846,9976-10049
HLA-C	HG00099.2	HG00099#2	C	-	0	6248	10566	7163-7168,7332-7380,7487-7520,7960-8080,8204-8480,9067-9343,9593-9863,9993-10066
HLA-C	HG00126.1	HG00126#1	C	-	0	6248	10551	7161-7166,7330-7378,7485-7518,7957-8077,8198-8474,9061-9337,9583-9853,9983-10056
HLA-C	HG00126.2	HG00126#2	C	-	0	6247	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	HG00128.1	HG00128#1	C	-	0	6237	10540	7150-7155,7319-7367,7474-7507,7946-8066,8187-8463,9050-9326,9572-9842,9972-10045
HLA-C	HG00128.2	HG00128#2	C	-	0	6234	10529	7141-7146,7309-7357,7464-7497,7936-8056,8177-8453,9040-9316,9561-9831,9961-10034
HLA-C	HG00133.1	HG00133#1	C	-	0	6246	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	HG00133.2	HG00133#2	C	-	0	6237	10540	7150-7155,7319-7367,7474-7507,7946-8066,8187-8463,9050-9326,9572-9842,9972-10045
HLA-C	HG00140.1	HG00140#1	C	-	0	6242	10546	7157-7162,7326-7374,7481-7514,7953-8073,8194-8470,9057-9333,9578-9848,9978-10051
HLA-C	HG00140.2	HG00140#2	C	-	0	6248	10551	7161-7166,7330-7378,7485-7518,7957-8077,8198-8474,9061-9337,9583-9853,9983-10056
HLA-C	HG00146.1	HG00146#1	C	-	0	6248	10566	7163-7168,7332-7380,7487-7520,7960-8080,8204-8480,9067-9343,9593-9863,9993-10066
HLA-C	HG00146.2	HG00146#2	C	-	0	6246	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	HG00232.1	HG00232#1	C	-	0	6234	10552	7149-7154,7318-7366,7473-7506,7946-8066,8190-8466,9053-9329,9579-9849,9979-10052
HLA-C	HG00232.2	HG00232#2	C	-	0	6234	10529	7141-7146,7309-7357,7464-7497,7936-8056,8177-8453,9040-9316,9561-9831,9961-10034
HLA-C	HG00235.1	HG00235#1	C	-	0	6237	10540	7150-7155,7319-7367,7474-7507,7946-8066,8187-8463,9050-9326,9572-9842,9972-10045
HLA-C	HG00235.2	HG00235#2	C	-	0	6234	10552	7149-7154,7318-7366,7473-7506,7946-8066,8190-8466,9053-9329,9579-9849,9979-10052
HLA-C	HG00253.1	HG00253#1	C	-	0	6274	10552	7149-7154,7318-7366,7473-7506,7946-8066,8190-8466,9053-9329,9579-9849,9979-10052
HLA-C	HG00253.2	HG00253#2	C	-	0	6234	10552	7149-7154,7318-7366,7473-7506,7946-8066,8190-8466,9053-9329,9579-9849,9979-10052
HLA-C	HG00272.1	HG00272#1	C	-	0	6242	10546	7157-7162,7326-7374,7481-7514,7953-8073,8194-8470,9057-9333,9578-9848,9978-10051
HLA-C	HG00272.2	HG00272#2	C	-	0	6248	10566	7163-7168,7332-7380,7487-7520,7960-8080,8204-8480,9067-9343,9593-9863,9993-10066
HLA-C	HG00280.1	HG00280#1	C	-	0	6226	10530	7140-7145,7309-7357,7464-7497,7936-8056,8177-8453,9040-9316,9562-9832,9962-10035
HLA-C	HG00280.2	HG00280#2	C	-	0	6992	10346	7163-7168,7332-7380,7487-7520,7960-8080,8204-8480,9067-9343,9593-9863,9993-10066
HLA-C	HG00290.1	HG00290#1	C	-	0	6242	10546	7157-7162,7326-7374,7481-7514,7953-8073,8194-8470,9057-9333,9578-9848,9978-10051
HLA-C	HG00290.2	HG00290#2	C	-	0	6246	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	HG00320.1	HG00320#1	C	-	0	6242	10546	7157-7162,7326-7374,7481-7514,7953-8073,8194-8470,9057-9333,9578-9848,9978-10051
HLA-C	HG00320.2	HG00320#2	C	-	0	6242	10546	7157-7162,7326-7374,7481-7514,7953-8073,8194-8470,9057-9333,9578-9848,9978-10051
HLA-C	HG00321.1	HG00321#1	C	-	0	6242	10546	7157-7162,7326-7374,7481-7514,7953-8073,8194-8470,9057-9333,9578-9848,9978-10051
HLA-C	HG00321.2	HG00321#2	C	-	0	6242	10546	7157-7162,7326-7374,7481-7514,7953-8073,8194-8470,9057-9333,9578-9848,9978-10051
HLA-C	HG00323.1	HG00323#1	C	-	0	6242	10546	7157-7162,7326-7374,7481-7514,7953-8073,8194-8470,9057-9333,9578-9848,9978-10051
HLA-C	HG00323.2	HG00323#2	C	-	0	6248	10551	7161-7166,7330-7378,7485-7518,7957-8077,8198-8474,9061-9337,9583-9853,9983-10056
HLA-C	HG00329.1	HG00329#1	C	-	0	6242	10546	7157-7162,7326-7374,7481-7514,7953-8073,8194-8470,9057-9333,9578-9848,9978-10051
HLA-C	HG00329.2	HG00329#2	C	-	0	6226	10529	7139-7144,7308-7356,7463-7496,7935-8055,8176-8452,9039-9315,9561-9831,9961-10034
HLA-C	HG00344.1	HG00344#1	C	-	0	6232	10550	7147-7152,7316-7364,7471-7504,7944-8064,8188-8464,9051-9327,9577-9847,9977-10050
HLA-C	HG00344.2	HG00344#2	C	-	0	6234	10552	7149-7154,7318-7366,7473-7506,7946-8066,8190-8466,9053-9329,9579-9849,9979-10052
HLA-C	HG00350.1	HG00350#1	C	-	0	6286	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	HG00350.2	HG00350#2	C	-	0	6242	10546	7157-7162,7326-7374,7481-7514,7953-8073,8194-8470,9057-9333,9578-9848,9978-10051
HLA-C	HG00639.1	HG00639#1	C	-	0	6266	10373	7139-7144,7308-7356,7463-7496,7935-8055,8176-8452,9039-9315,9561-9831,9961-10034
HLA-C	HG00639.2	HG00639#2	C	-	0	6245	10549	7159-7164,7328-7376,7483-7516,7955-8075,8196-8472,9059-9335,9581-9851,9981-10054
HLA-C	HG00642.1	HG00642#1	C	-	0	6237	10540	7150-7155,7319-7367,7474-7507,7946-8066,8187-8463,9050-9326,9572-9842,9972-10045
HLA-C	HG00642.2	HG00642#2	C	-	0	6274	10531	7143-7148,7311-7359,7466-7499,7938-8058,8179-8455,9042-9318,9563-9833,9963-10036
HLA-C	HG00733.1	HG00733#1	C	-	0	6286	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	HG00733.2	HG00733#2	C	-	0	6237	10540	7150-7155,7319-7367,7474-7507,7946-8066,8187-8463,9050-9326,9572-9842,9972-10045
HLA-C	HG00735.1	HG00735#1	C	-	0	6234	10552	7149-7154,7318-7366,7473-7506,7946-8066,8190-8466,9053-9329,9579-9849,9979-10052
HLA-C	HG00735.2	HG00735#2	C	-	0	6237	10540	7150-7155,7319-7367,7474-7507,7946-8066,8187-8463,9050-9326,9572-9842,9972-10045
HLA-C	HG00738.1	HG00738#1	C	-	0	6248	10566	7163-7168,7332-7380,7487-7520,7960-8080,8204-8480,9067-9343,9593-9863,9993-10066
HLA-C	HG00738.2	HG00738#2	C	-	0	6969	10338	7140-7145,7309-7357,7464-7497,7936-8056,8177-8453,9040-9316,9562-9832,9962-10035
HLA-C	HG00741.1	HG00741#1	C	-	0	6437	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	HG00741.2	HG00741#2	C	-	0	6239	10550	7149-7154,7318-7366,7473-7506,7944-8064,8188-8464,9051-9327,9577-9847,9977-10050
HLA-C	HG01071.1	HG01071#1	C	-	0	6237	10540	7150-7155,7319-7367,7474-7507,7946-8066,8187-8463,9050-9326,9572-9842,9972-10045
HLA-C	HG01071.2	HG01071#2	C	-	0	6242	10546	7157-7162,7326-7374,7481-7514,7953-8073,8194-8470,9057-9333,9578-9848,9978-10051
HLA-C	HG01074.1	HG01074#1	C	-	0	7153	10120	7161-7166,7330-7378,7485-7518,7957-8077,8198-8474,9061-9337,9583-9853,9983-10056
HLA-C	HG01074.2	HG01074#2	C	-	0	6247	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	HG01081.1	HG01081#1	C	-	0	6248	10551	7161-7166,7330-7378,7485-7518,7957-8077,8198-8474,9061-9337,9583-9853,9983-10056
HLA-C	HG01081.2	HG01081#2	C	-	0	6274	10531	7143-7148,7311-7359,7466-7499,7938-8058,8179-8455,9042-9318,9563-9833,9963-10036
HLA-C	HG01099.1	HG01099#1	C	-	0	6234	10529	7141-7146,7309-7357,7464-7497,7936-8056,8177-8453,9040-9316,9561-9831,9961-10034
HLA-C	HG01099.2	HG01099#2	C	-	0	6247	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	HG01106.1	HG01106#1	C	-	0	6237	10540	7150-7155,7319-7367,7474-7507,7946-8066,8187-8463,9050-9326,9572-9842,9972-10045
HLA-C	HG01106.2	HG01106#2	C	-	0	6234	10552	7149-7154,7318-7366,7473-7506,7946-8066,8190-8466,9053-9329,9579-9849,9979-10052
HLA-C	HG01109.1	HG01109#1	C	-	0	6242	10546	7157-7162,7326-7374,7481-7514,7953-8073,8194-8470,9057-9333,9578-9848,9978-10051
HLA-C	HG01109.2	HG01109#2	C	-	0	6246	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	HG01123.1	HG01123#1	C	-	0	6226	10529	7139-7144,7308-7356,7463-7496,7935-8055,8176-8452,9039-9315,9561-9831,9961-10034
HLA-C	HG01123.2	HG01123#2	C	-	0	6248	10551	7161-7166,7330-7378,7485-7518,7957-8077,8198-8474,9061-9337,9583-9853,9983-10056
HLA-C	HG01150.1	HG01150#1	C	-	0	6286	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	HG01150.2	HG01150#2	C	-	0	6226	10530	7140-7145,7309-7357,7464-7497,7936-8056,8177-8453,9040-9316,9562-9832,9962-10035
HLA-C	HG01167.1	HG01167#1	C	-	0	6246	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	HG01167.2	HG01167#2	C	-	0	6247	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	HG01175.1	HG01175#1	C	-	0	6234	10552	7149-7154,7318-7366,7473-7506,7946-8066,8190-8466,9053-9329,9579-9849,9979-10052
HLA-C	HG01175.2	HG01175#2	C	-	0	6246	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	HG01192.1	HG01192#1	C	-	0	6234	10552	7149-7154,7318-7366,7473-7506,7946-8066,8190-8466,9053-9329,9579-9849,9979-10052
HLA-C	HG01192.2	HG01192#2	C	-	0	6642	10546	7157-7162,7326-7374,7481-7514,7953-8073,8194-8470,9057-9333,9578-9848,9978-10051
HLA-C	HG01243.1	HG01243#1	C	-	0	6274	10531	7143-7148,7311-7359,7466-7499,7938-8058,8179-8455,9042-9318,9563-9833,9963-10036
HLA-C	HG01243.2	HG01243#2	C	-	0	6247	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	HG01252.1	HG01252#1	C	-	0	6226	10530	7140-7145,7309-7357,7464-7497,7936-8056,8177-8453,9040-9316,9562-9832,9962-10035
HLA-C	HG01252.2	HG01252#2	C	-	0	6226	10530	7140-7145,7309-7357,7464-7497,7936-8056,8177-8453,9040-9316,9562-9832,9962-10035
HLA-C	HG01255.1	HG01255#1	C	-	0	6226	10530	7140-7145,7309-7357,7464-7497,7936-8056,8177-8453,9040-9316,9562-9832,9962-10035
HLA-C	HG01255.2	HG01255#2	C	-	0	6234	10552	7149-7154,7318-7366,7473-7506,7946-8066,8190-8466,9053-9329,9579-9849,9979-10052
HLA-C	HG01258.1	HG01258#1	C	-	0	6242	10546	7157-7162,7326-7374,7481-7514,7953-8073,8194-8470,9057-9333,9578-9848,9978-10051
HLA-C	HG01258.2	HG01258#2	C	-	0	6234	10552	7149-7154,7318-7366,7473-7506,7946-8066,8190-8466,9053-9329,9579-9849,9979-10052
HLA-C	HG01261.1	HG01261#1	C	-	0	6226	10529	7139-7144,7308-7356,7463-7496,7935-8055,8176-8452,9039-9315,9561-9831,9961-10034
HLA-C	HG01261.2	HG01261#2	C	-	0	6237	10540	7150-7155,7319-7367,7474-7507,7946-8066,8187-8463,9050-9326,9572-9842,9972-10045
HLA-C	HG01346.1	HG01346#1	C	-	0	6246	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	HG01346.2	HG01346#2	C	-	0	6248	10551	7161-7166,7330-7378,7485-7518,7957-8077,8198-8474,9061-9337,9583-9853,9983-10056
HLA-C	HG01358.1	HG01358#1	C	-	0	6226	10530	7140-7145,7309-7357,7464-7497,7936-8056,8177-8453,9040-9316,9562-9832,9962-10035
HLA-C	HG01358.2	HG01358#2	C	-	0	6234	10552	7149-7154,7318-7366,7473-7506,7946-8066,8190-8466,9053-9329,9579-9849,9979-10052
HLA-C	HG01361.1	HG01361#1	C	-	0	6248	10551	7161-7166,7330-7378,7485-7518,7957-8077,8198-8474,9061-9337,9583-9853,9983-10056
HLA-C	HG01361.2	HG01361#2	C	-	0	6247	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	HG01433.1	HG01433#1	C	-	0	6234	10529	7141-7146,7309-7357,7464-7497,7936-8056,8177-8453,9040-9316,9561-9831,9961-10034
HLA-C	HG01433.2	HG01433#2	C	-	0	6248	10566	7163-7168,7332-7380,7487-7520,7960-8080,8204-8480,9067-9343,9593-9863,9993-10066
HLA-C	HG01496.1	HG01496#1	C	-	0	6234	10552	7149-7154,7318-7366,7473-7506,7946-8066,8190-8466,9053-9329,9579-9849,9979-10052
HLA-C	HG01496.2	HG01496#2	C	-	0	6642	10546	7157-7162,7326-7374,7481-7514,7953-8073,8194-8470,9057-9333,9578-9848,9978-10051
HLA-C	HG01530.1	HG01530#1	C	-	0	6234	10552	7149-7154,7318-7366,7473-7506,7946-8066,8190-8466,9053-9329,9579-9849,9979-10052
HLA-C	HG01530.2	HG01530#2	C	-	0	6248	10551	7161-7166,7330-7378,7485-7518,7957-8077,8198-8474,9061-9337,9583-9853,9983-10056
HLA-C	HG01784.1	HG01784#1	C	-	0	6237	10540	7150-7155,7319-7367,7474-7507,7946-8066,8187-8463,9050-9326,9572-9842,9972-10045
HLA-C	HG01784.2	HG01784#2	C	-	0	6245	10549	7159-7164,7328-7376,7483-7516,7955-8075,8196-8472,9059-9335,9581-9851,9981-10054
HLA-C	HG01786.1	HG01786#1	C	-	0	6266	10373	7139-7144,7308-7356,7463-7496,7935-8055,8176-8452,9039-9315,9561-9831,9961-10034
HLA-C	HG01786.2	HG01786#2	C	-	0	6239	10550	7149-7154,7318-7366,7473-7506,7944-8064,8188-8464,9051-9327,9577-9847,9977-10050
HLA-C	HG01884.1	HG01884#1	C	-	0	6274	10552	7149-7154,7318-7366,7473-7506,7946-8066,8190-8466,9053-9329,9579-9849,9979-10052
HLA-C	HG01884.2	HG01884#2	C	-	0	6246	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	HG01891.1	HG01891#1	C	-	0	6234	10552	7149-7154,7318-7366,7473-7506,7946-8066,8190-8466,9053-9329,9579-9849,9979-10052
HLA-C	HG01891.2	HG01891#2	C	-	0	6993	10314	7117-7122,7286-7334,7441-7474,7912-8050,8174-8450,9037-9313,9559-9829,9959-10032
HLA-C	HG01928.1	HG01928#1	C	-	0	6246	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	HG01928.2	HG01928#2	C	-	0	6255	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	HG01934.1	HG01934#1	C	-	0	6247	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	HG01934.2	HG01934#2	C	-	0	6242	10546	7157-7162,7326-7374,7481-7514,7953-8073,8194-8470,9057-9333,9578-9848,9978-10051
HLA-C	HG01940.1	HG01940#1	C	-	0	6234	10552	7149-7154,7318-7366,7473-7506,7946-8066,8190-8466,9053-9329,9579-9849,9979-10052
HLA-C	HG01940.2	HG01940#2	C	-	0	6246	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	HG01943.1	HG01943#1	C	-	0	6242	10546	7157-7162,7326-7374,7481-7514,7953-8073,8194-8470,9057-9333,9578-9848,9978-10051
HLA-C	HG01943.2	HG01943#2	C	-	0	6246	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	HG01952.1	HG01952#1	C	-	0	6242	10546	7157-7162,7326-7374,7481-7514,7953-8073,8194-8470,9057-9333,9578-9848,9978-10051
HLA-C	HG01952.2	HG01952#2	C	-	0	7149	10115	7157-7162,7326-7374,7481-7514,7953-8073,8194-8470,9057-9333,9578-9848,9978-10051
HLA-C	HG01960.1	HG01960#1	C	-	0	6246	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	HG01960.2	HG01960#2	C	-	0	6246	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	HG01969.1	HG01969#1	C	-	0	6248	10566	7163-7168,7332-7380,7487-7520,7960-8080,8204-8480,9067-9343,9593-9863,9993-10066
HLA-C	HG01969.2	HG01969#2	C	-	0	6234	10552	7149-7154,7318-7366,7473-7506,7946-8066,8190-8466,9053-9329,9579-9849,9979-10052
HLA-C	HG01975.1	HG01975#1	C	-	0	6242	10546	7157-7162,7326-7374,7481-7514,7953-8073,8194-8470,9057-9333,9578-9848,9978-10051
HLA-C	HG01975.2	HG01975#2	C	-	0	6242	10546	7157-7162,7326-7374,7481-7514,7953-8073,8194-8470,9057-9333,9578-9848,9978-10051
HLA-C	HG01978.1	HG01978#1	C	-	0	6246	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	HG01978.2	HG01978#2	C	-	0	6242	10546	7157-7162,7326-7374,7481-7514,7953-8073,8194-8470,9057-9333,9578-9848,9978-10051
HLA-C	HG01981.1	HG01981#1	C	-	0	6237	10540	7150-7155,7319-7367,7474-7507,7946-8066,8187-8463,9050-9326,9572-9842,9972-10045
HLA-C	HG01981.2	HG01981#2	C	-	0	6234	10552	7149-7154,7318-7366,7473-7506,7946-8066,8190-8466,9053-9329,9579-9849,9979-10052
HLA-C	HG01993.1	HG01993#1	C	-	0	6234	10552	7149-7154,7318-7366,7473-7506,7946-8066,8190-8466,9053-9329,9579-9849,9979-10052
HLA-C	HG01993.2	HG01993#2	C	-	0	6437	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	HG02004.1	HG02004#1	C	-	0	6242	10546	7157-7162,7326-7374,7481-7514,7953-8073,8194-8470,9057-9333,9578-9848,9978-10051
HLA-C	HG02004.2	HG02004#2	C	-	0	6242	10546	7157-7162,7326-7374,7481-7514,7953-8073,8194-8470,9057-9333,9578-9848,9978-10051
HLA-C	HG02055.1	HG02055#1	C	-	0	6204	10529	7117-7122,7286-7334,7441-7474,7912-8050,8174-8450,9037-9313,9559-9829,9959-10032
HLA-C	HG02055.2	HG02055#2	C	-	0	6234	10552	7149-7154,7318-7366,7473-7506,7946-8066,8190-8466,9053-9329,9579-9849,9979-10052
HLA-C	HG02109.1	HG02109#1	C	-	0	6428	10541	7151-7156,7320-7368,7475-7508,7947-8067,8188-8464,9051-9327,9573-9843,9973-10046
HLA-C	HG02109.2	HG02109#2	C	-	0	6247	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	HG02145.1	HG02145#1	C	-	0	6234	10552	7149-7154,7318-7366,7473-7506,7946-8066,8190-8466,9053-9329,9579-9849,9979-10052
HLA-C	HG02145.2	HG02145#2	C	-	0	6247	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	HG02148.1	HG02148#1	C	-	0	6226	10529	7139-7144,7308-7356,7463-7496,7935-8055,8176-8452,9039-9315,9561-9831,9961-10034
HLA-C	HG02148.2	HG02148#2	C	-	0	6237	10540	7150-7155,7319-7367,7474-7507,7946-8066,8187-8463,9050-9326,9572-9842,9972-10045
HLA-C	HG02257.1	HG02257#1	C	-	0	6274	10552	7149-7154,7318-7366,7473-7506,7946-8066,8190-8466,9053-9329,9579-9849,9979-10052
HLA-C	HG02257.2	HG02257#2	C	-	0	6204	10529	7117-7122,7286-7334,7441-7474,7912-8050,8174-8450,9037-9313,9559-9829,9959-10032
HLA-C	HG02258.1	HG02258#1	C	-	0	6246	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	HG02258.2	HG02258#2	C	-	0	6266	10529	7139-7144,7308-7356,7463-7496,7935-8055,8176-8452,9039-9315,9561-9831,9961-10034
HLA-C	HG02273.1	HG02273#1	C	-	0	6226	10530	7140-7145,7309-7357,7464-7497,7936-8056,8177-8453,9040-9316,9562-9832,9962-10035
HLA-C	HG02273.2	HG02273#2	C	-	0	6226	10530	7140-7145,7309-7357,7464-7497,7936-8056,8177-8453,9040-9316,9562-9832,9962-10035
HLA-C	HG02280.1	HG02280#1	C	-	0	6246	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	HG02280.2	HG02280#2	C	-	0	6247	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	HG02293.1	HG02293#1	C	-	0	6234	10552	7149-7154,7318-7366,7473-7506,7946-8066,8190-8466,9053-9329,9579-9849,9979-10052
HLA-C	HG02293.2	HG02293#2	C	-	0	6226	10530	7140-7145,7309-7357,7464-7497,7936-8056,8177-8453,9040-9316,9562-9832,9962-10035
HLA-C	HG02300.1	HG02300#1	C	-	0	6226	10529	7139-7144,7308-7356,7463-7496,7935-8055,8176-8452,9039-9315,9561-9831,9961-10034
HLA-C	HG02300.2	HG02300#2	C	-	0	6569	10872	7482-7487,7651-7699,7806-7839,8278-8398,8519-8795,9382-9658,9904-10174,10304-10377
HLA-C	HG02451.1	HG02451#1	C	-	0	6274	10531	7143-7148,7311-7359,7466-7499,7938-8058,8179-8455,9042-9318,9563-9833,9963-10036
HLA-C	HG02451.2	HG02451#2	C	-	0	6246	10550	7160-7165,7329-7377,7484-7517,7956-8076,8197-8473,9060-9336,9582-9852,9982-10055
HLA-C	HG02486.1	HG02486#1	C	-	0	6274	10531	7143-7148,7311-7359,7466-7499,7938-8058,8179-8455,9042-9318,9563-9833,9963-10036
HLA-C	HG02486.2	HG02486#2	C	-	0	6204	10529	7117-7122,7286-7334,7441-7474,7912-8050,8174-8450,9037-9313,9559-9829,9959-10032
HLA-C	HG02559.1	HG02559#1	C	-	0	6242	10546	7157-7162,7326-7374,7481-7514,7953-8073,8194-8470,9057-9333,9578-9848,9978-10051
